CURSO;CAMPUS;ANO;SEM;QUANTIDADE
30A-PEDAGOGIA;JUIZ DE FORA;2010;3;        14
30A-PEDAGOGIA;JUIZ DE FORA;2011;1;        11
30A-PEDAGOGIA;JUIZ DE FORA;2011;3;        11
30A-PEDAGOGIA;JUIZ DE FORA;2012;1;        12
30A-PEDAGOGIA;JUIZ DE FORA;2012;3;         7
30A-PEDAGOGIA;JUIZ DE FORA;2013;1;        12
30A-PEDAGOGIA;JUIZ DE FORA;2013;3;        12
30A-PEDAGOGIA;JUIZ DE FORA;2014;1;        11
30A-PEDAGOGIA;JUIZ DE FORA;2014;3;        12
30A-PEDAGOGIA;JUIZ DE FORA;2015;1;        10
30A-PEDAGOGIA;JUIZ DE FORA;2015;3;         8
30A-PEDAGOGIA;JUIZ DE FORA;2016;1;         6
30A-PEDAGOGIA;JUIZ DE FORA;2016;3;         8
30A-PEDAGOGIA;JUIZ DE FORA;2017;1;        13
30A-PEDAGOGIA;JUIZ DE FORA;2017;3;        10
30A-PEDAGOGIA;JUIZ DE FORA;2018;1;         9
30A-PEDAGOGIA;JUIZ DE FORA;2018;3;         9
30A-PEDAGOGIA;JUIZ DE FORA;2019;1;         3
30A-PEDAGOGIA;JUIZ DE FORA;2019;3;         9
30A-PEDAGOGIA;JUIZ DE FORA;2020;1;         5
30A-PEDAGOGIA;JUIZ DE FORA;2020;3;         9
30A-PEDAGOGIA;JUIZ DE FORA;2021;1;        11
30A-PEDAGOGIA;JUIZ DE FORA;2021;3;        12
30A-PEDAGOGIA;JUIZ DE FORA;2022;1;         9
30A-PEDAGOGIA;JUIZ DE FORA;2022;3;         6
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1991;3;         3
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1992;1;         3
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1992;3;         1
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1993;1;         1
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1993;3;         2
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1994;1;         8
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1994;3;         6
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1995;1;         9
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1995;3;         9
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1996;1;         9
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1996;3;         9
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1997;1;        11
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1997;3;        11
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1998;1;        10
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1998;3;        12
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1999;1;        13
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1999;3;        18
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2000;1;        22
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2000;3;        23
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2001;1;        15
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2001;3;        12
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2002;1;        13
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2002;3;        15
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2003;1;        15
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2003;3;        19
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2004;1;        15
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2004;3;        19
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2005;1;        20
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2005;3;        19
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2006;1;        16
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2006;3;        10
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2007;1;         9
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2007;3;         7
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2008;1;         7
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2008;3;        12
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2009;1;        10
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2009;3;        12
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2010;1;        16
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2010;3;        18
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2011;1;        16
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2011;3;        15
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2012;1;        11
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2012;3;         6
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2013;1;         7
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2013;3;         7
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2014;1;         6
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2014;3;         3
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2015;3;         2
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;1;         2
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;3;         1
31A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;1;         1
31B-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2015;3;         1
31B-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;1;         2
31B-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;3;         2
31B-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;1;         1
32A-PSICOLOGIA;JUIZ DE FORA;1992;3;         1
32A-PSICOLOGIA;JUIZ DE FORA;1993;1;         3
32A-PSICOLOGIA;JUIZ DE FORA;1993;3;         5
32A-PSICOLOGIA;JUIZ DE FORA;1994;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;1994;3;         6
32A-PSICOLOGIA;JUIZ DE FORA;1995;1;         3
32A-PSICOLOGIA;JUIZ DE FORA;1995;3;         5
32A-PSICOLOGIA;JUIZ DE FORA;1996;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;1996;3;        10
32A-PSICOLOGIA;JUIZ DE FORA;1997;1;         9
32A-PSICOLOGIA;JUIZ DE FORA;1997;3;         8
32A-PSICOLOGIA;JUIZ DE FORA;1998;1;        10
32A-PSICOLOGIA;JUIZ DE FORA;1998;3;         7
32A-PSICOLOGIA;JUIZ DE FORA;1999;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;1999;3;         6
32A-PSICOLOGIA;JUIZ DE FORA;2000;1;         3
32A-PSICOLOGIA;JUIZ DE FORA;2000;3;         5
32A-PSICOLOGIA;JUIZ DE FORA;2001;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;2001;3;         8
32A-PSICOLOGIA;JUIZ DE FORA;2002;1;        11
32A-PSICOLOGIA;JUIZ DE FORA;2002;3;         8
32A-PSICOLOGIA;JUIZ DE FORA;2003;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;2003;3;         7
32A-PSICOLOGIA;JUIZ DE FORA;2004;1;         8
32A-PSICOLOGIA;JUIZ DE FORA;2004;3;        11
32A-PSICOLOGIA;JUIZ DE FORA;2005;1;        12
32A-PSICOLOGIA;JUIZ DE FORA;2005;3;        11
32A-PSICOLOGIA;JUIZ DE FORA;2006;1;        10
32A-PSICOLOGIA;JUIZ DE FORA;2006;3;        10
32A-PSICOLOGIA;JUIZ DE FORA;2007;1;        11
32A-PSICOLOGIA;JUIZ DE FORA;2007;3;        11
32A-PSICOLOGIA;JUIZ DE FORA;2008;1;         5
32A-PSICOLOGIA;JUIZ DE FORA;2008;3;         4
32A-PSICOLOGIA;JUIZ DE FORA;2009;1;         4
32A-PSICOLOGIA;JUIZ DE FORA;2009;3;         7
32A-PSICOLOGIA;JUIZ DE FORA;2010;1;        10
32A-PSICOLOGIA;JUIZ DE FORA;2010;3;        10
32A-PSICOLOGIA;JUIZ DE FORA;2011;1;         9
32A-PSICOLOGIA;JUIZ DE FORA;2011;3;         6
32A-PSICOLOGIA;JUIZ DE FORA;2012;1;         5
32A-PSICOLOGIA;JUIZ DE FORA;2012;3;         5
32A-PSICOLOGIA;JUIZ DE FORA;2013;1;         5
32A-PSICOLOGIA;JUIZ DE FORA;2013;3;         9
32A-PSICOLOGIA;JUIZ DE FORA;2014;1;        13
32A-PSICOLOGIA;JUIZ DE FORA;2014;3;        16
32A-PSICOLOGIA;JUIZ DE FORA;2015;1;        16
32A-PSICOLOGIA;JUIZ DE FORA;2015;3;        11
32A-PSICOLOGIA;JUIZ DE FORA;2016;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;2016;3;         5
32A-PSICOLOGIA;JUIZ DE FORA;2017;1;         8
32A-PSICOLOGIA;JUIZ DE FORA;2017;3;        12
32A-PSICOLOGIA;JUIZ DE FORA;2018;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;2018;3;         8
32A-PSICOLOGIA;JUIZ DE FORA;2019;1;        12
32A-PSICOLOGIA;JUIZ DE FORA;2019;3;         9
32A-PSICOLOGIA;JUIZ DE FORA;2020;1;         6
32A-PSICOLOGIA;JUIZ DE FORA;2020;3;         8
32A-PSICOLOGIA;JUIZ DE FORA;2021;1;         4
32A-PSICOLOGIA;JUIZ DE FORA;2021;3;         6
32A-PSICOLOGIA;JUIZ DE FORA;2022;1;         3
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1989;1;         1
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1991;1;         1
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1992;3;         4
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1993;1;         1
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1993;3;         3
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1994;1;         4
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1994;3;         7
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1995;1;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1995;3;         7
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1996;1;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1996;3;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1997;1;        14
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1997;3;        20
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1998;1;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1998;3;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1999;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;1999;3;         4
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2000;1;         5
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2000;3;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2001;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2001;3;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2002;1;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2002;3;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2003;1;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2003;3;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2004;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2004;3;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2005;1;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2005;3;         5
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2006;1;         9
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2006;3;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2007;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2007;3;        12
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2008;1;         7
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2008;3;         5
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2009;1;         3
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2009;3;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2010;1;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2010;3;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2011;1;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2011;3;         6
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2012;1;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2012;3;        12
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2013;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2013;3;        12
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2014;1;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2014;3;        13
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2015;1;        17
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2015;3;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2016;1;        12
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2016;3;        14
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2017;1;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2017;3;         8
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2018;1;        11
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2018;3;        14
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2019;1;        16
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2019;3;        12
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2020;1;         4
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2020;3;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2021;1;         7
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2021;3;        13
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2022;1;        10
33A-ARQUITETURA E URBANISMO;JUIZ DE FORA;2022;3;         2
34A-DIREITO;JUIZ DE FORA;1999;3;         1
34A-DIREITO;JUIZ DE FORA;2000;1;         4
34A-DIREITO;JUIZ DE FORA;2000;3;         2
34A-DIREITO;JUIZ DE FORA;2001;1;         6
34A-DIREITO;JUIZ DE FORA;2001;3;         8
34A-DIREITO;JUIZ DE FORA;2002;1;         5
34A-DIREITO;JUIZ DE FORA;2002;3;         5
34A-DIREITO;JUIZ DE FORA;2003;1;         5
34A-DIREITO;JUIZ DE FORA;2003;3;         7
34A-DIREITO;JUIZ DE FORA;2004;1;        12
34A-DIREITO;JUIZ DE FORA;2004;3;        18
34A-DIREITO;JUIZ DE FORA;2005;1;        12
34A-DIREITO;JUIZ DE FORA;2005;3;         9
34A-DIREITO;JUIZ DE FORA;2006;1;         6
34A-DIREITO;JUIZ DE FORA;2006;3;         4
34A-DIREITO;JUIZ DE FORA;2007;1;         8
34A-DIREITO;JUIZ DE FORA;2007;3;         9
34A-DIREITO;JUIZ DE FORA;2008;1;         9
34A-DIREITO;JUIZ DE FORA;2008;3;        10
34A-DIREITO;JUIZ DE FORA;2009;1;        15
34A-DIREITO;JUIZ DE FORA;2009;3;        20
34A-DIREITO;JUIZ DE FORA;2010;1;        23
34A-DIREITO;JUIZ DE FORA;2010;3;        22
34A-DIREITO;JUIZ DE FORA;2011;1;        22
34A-DIREITO;JUIZ DE FORA;2011;3;        21
34A-DIREITO;JUIZ DE FORA;2012;1;        21
34A-DIREITO;JUIZ DE FORA;2012;3;        22
34A-DIREITO;JUIZ DE FORA;2013;1;        17
34A-DIREITO;JUIZ DE FORA;2013;3;        16
34A-DIREITO;JUIZ DE FORA;2014;1;        26
34A-DIREITO;JUIZ DE FORA;2014;3;        30
34A-DIREITO;JUIZ DE FORA;2015;1;        21
34A-DIREITO;JUIZ DE FORA;2015;3;        24
34A-DIREITO;JUIZ DE FORA;2016;1;        11
34A-DIREITO;JUIZ DE FORA;2016;3;        14
34A-DIREITO;JUIZ DE FORA;2017;1;        18
34A-DIREITO;JUIZ DE FORA;2017;3;        10
34A-DIREITO;JUIZ DE FORA;2018;1;         8
34A-DIREITO;JUIZ DE FORA;2018;3;        12
34A-DIREITO;JUIZ DE FORA;2019;1;        13
34A-DIREITO;JUIZ DE FORA;2019;3;        10
34A-DIREITO;JUIZ DE FORA;2020;1;        12
34A-DIREITO;JUIZ DE FORA;2020;3;        14
34A-DIREITO;JUIZ DE FORA;2021;1;        14
34A-DIREITO;JUIZ DE FORA;2021;3;        12
34A-DIREITO;JUIZ DE FORA;2022;1;         9
34A-DIREITO;JUIZ DE FORA;2022;3;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2004;1;         1
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2004;3;         7
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2005;1;         4
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2005;3;         4
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2006;1;         3
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2006;3;         3
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2007;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2007;3;         7
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2008;1;         8
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2008;3;         9
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2009;1;         9
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2009;3;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2010;1;        13
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2010;3;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2011;1;         9
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2011;3;         8
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2012;1;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2012;3;        21
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2013;1;        24
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2013;3;        28
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2014;1;        23
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2014;3;        19
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2015;1;        26
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2015;3;        27
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2016;1;        21
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2016;3;        26
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2017;1;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2017;3;        12
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2018;1;        10
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2018;3;        14
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2019;1;         5
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2019;3;        15
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2020;1;         6
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2020;3;        10
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2021;1;        18
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2021;3;        22
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2022;1;        13
35A-CIÊNCIA DA COMPUTAÇÃO;JUIZ DE FORA;2022;3;        10
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2010;3;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2011;1;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2011;3;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2012;1;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2015;3;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2016;1;         2
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2016;3;         2
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2018;3;         2
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2019;1;         3
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2019;3;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2020;1;         2
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2021;1;         1
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2021;3;         4
37A-PEDAGOGIA - EAD - POLO BICAS;JUIZ DE FORA;2022;1;         3
37D-PEDAGOGIA - EAD - POLO CATAGUASES;JUIZ DE FORA;2018;3;         3
37D-PEDAGOGIA - EAD - POLO CATAGUASES;JUIZ DE FORA;2019;1;         3
37D-PEDAGOGIA - EAD - POLO CATAGUASES;JUIZ DE FORA;2019;3;         4
37D-PEDAGOGIA - EAD - POLO CATAGUASES;JUIZ DE FORA;2021;1;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2011;3;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2012;1;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2015;1;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2015;3;         2
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2016;1;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2016;3;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2017;1;         1
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2017;3;         4
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2018;1;         9
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2018;3;         8
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2019;1;         5
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2019;3;         2
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;JUIZ DE FORA;2020;3;         1
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2016;1;         1
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2016;3;         2
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2017;1;         2
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2017;3;         3
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2018;1;         5
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2018;3;         5
37G-PEDAGOGIA - EAD - POLO COROMANDEL;JUIZ DE FORA;2019;3;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2011;3;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2013;1;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2013;3;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2014;3;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2015;1;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2015;3;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2016;3;         2
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2017;1;         1
37H-PEDAGOGIA - EAD - POLO ILICINEA;JUIZ DE FORA;2017;3;         1
37J-PEDAGOGIA - EAD - POLO SALINAS;JUIZ DE FORA;2014;3;         1
37J-PEDAGOGIA - EAD - POLO SALINAS;JUIZ DE FORA;2015;1;         1
37J-PEDAGOGIA - EAD - POLO SALINAS;JUIZ DE FORA;2015;3;         1
37J-PEDAGOGIA - EAD - POLO SALINAS;JUIZ DE FORA;2017;1;         1
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2017;3;         1
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2018;1;         3
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2018;3;         3
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2019;1;         1
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2020;3;         1
37L-PEDAGOGIA - EAD - POLO DURANDÉ;JUIZ DE FORA;2022;1;         3
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2015;1;         2
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2015;3;         1
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2016;1;         1
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2017;3;         1
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2018;1;         1
37M-PEDAGOGIA - EAD - POLO IPANEMA;JUIZ DE FORA;2018;3;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2015;1;         3
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2015;3;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2016;1;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2016;3;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2017;1;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2017;3;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2018;1;         1
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2018;3;         2
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2019;1;         2
37N-PEDAGOGIA - EAD - POLO TIRADENTES;JUIZ DE FORA;2019;3;         1
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2013;3;         1
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2014;1;         1
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2014;3;         2
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2015;1;         2
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2015;3;         2
37P-PEDAGOGIA - EAD - POLO BARROSO;JUIZ DE FORA;2016;1;         1
