CURSO;CAMPUS;ANO;SEM;QUANTIDADE
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;1;         1
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;3;         2
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;1;         2
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;3;         8
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;1;        10
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;3;        15
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;1;         9
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;3;         7
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;1;         3
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;3;         3
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;1;         3
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;1;         1
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;3;         1
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;1;         3
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;3;         5
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;1;         5
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;3;         3
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;1;         6
01ABI-ABI - CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;3;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1979;3;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1980;3;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1981;3;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1982;1;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1983;3;         2
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1984;3;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1985;1;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1985;3;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1986;1;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1986;3;         6
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1987;1;         3
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1987;3;         2
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1988;1;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1988;3;         3
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1989;1;         3
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1989;3;         3
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1990;1;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1990;3;        10
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1991;1;         8
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1991;3;         9
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1992;1;         2
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1992;3;         9
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1993;1;         5
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1993;3;        12
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1994;1;         7
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1994;3;        15
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1995;1;        20
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1995;3;        23
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1996;1;        19
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1996;3;        18
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1997;1;        16
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1997;3;         9
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1998;1;         7
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1998;3;         5
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1999;1;         8
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;1999;3;         6
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2000;1;         9
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2000;3;        12
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2001;1;        12
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2001;3;        15
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2002;1;        15
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2002;3;        12
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2003;1;        14
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2003;3;        15
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2004;1;        11
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2004;3;        17
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2005;1;        17
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2005;3;        17
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2006;1;        13
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2006;3;         9
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2007;1;         6
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2007;3;         3
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2008;1;         2
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2008;3;         1
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2009;1;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2009;3;         4
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;1;         6
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;3;        10
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2011;1;         8
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2011;3;        10
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2012;1;        10
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2012;3;         5
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;1;         5
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;3;         2
01A-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;1;         1
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2008;3;         1
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2009;3;         1
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;1;         1
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;3;         1
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2011;1;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2011;3;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2012;1;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2012;3;         3
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;1;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;3;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;1;         2
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;3;         6
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;1;         8
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;3;        11
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;1;         7
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;3;        10
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;1;        10
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;3;         7
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;1;         6
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;3;         9
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;1;         7
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;3;        10
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;1;         8
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;3;         4
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;1;         6
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;3;        11
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;1;         4
01B-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;3;         4
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2013;1;         1
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2013;3;         6
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2014;1;        12
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2014;3;         9
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2015;1;        15
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2015;3;        18
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2016;1;        11
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2016;3;        17
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2017;1;        23
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2017;3;        16
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2018;1;        21
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2018;3;        15
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2019;1;        16
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2019;3;        12
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2020;1;        21
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2020;3;        28
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2021;1;        11
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2021;3;        22
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2022;1;        20
01GV-ADMINISTRAÇÃO;GOVERNADOR VALADARES;2022;3;         9
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2009;1;         1
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2009;3;         3
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;1;         3
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2010;3;         3
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2011;1;         2
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2012;3;         8
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;1;         6
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2013;3;         7
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;1;         9
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2014;3;         9
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;1;         6
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2015;3;         6
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;1;         3
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2016;3;         4
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;1;         7
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2017;3;         7
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;1;         9
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2018;3;         6
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;1;         4
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2019;3;         3
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;1;         2
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2020;3;         1
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;1;         2
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2021;3;         7
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;1;         4
01L-CIÊNCIAS BIOLÓGICAS;JUIZ DE FORA;2022;3;         5
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1980;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1981;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1983;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1984;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1985;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1986;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1986;3;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1987;1;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1987;3;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1988;3;         3
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1989;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1989;3;         5
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1990;1;         4
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1990;3;         5
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1991;1;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1991;3;         4
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1992;1;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1992;3;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1993;1;         4
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1993;3;         6
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1994;1;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1994;3;         4
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1995;1;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1995;3;         2
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1996;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1996;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1997;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1997;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;1998;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2001;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2001;3;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2002;1;         1
02A-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2002;3;         1
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2012;3;         1
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2013;1;         1
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2013;3;         2
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2014;1;         3
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2014;3;         3
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2015;1;         4
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2015;3;         4
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2016;1;         6
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2016;3;         5
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2017;1;        11
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2017;3;         9
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2018;1;        11
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2018;3;         9
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2019;1;        14
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2019;3;         9
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2020;1;        19
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2020;3;         8
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2021;1;         6
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2021;3;        10
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2022;1;         9
02GV-CIÊNCIAS CONTÁBEIS;GOVERNADOR VALADARES;2022;3;         7
03A-ARTES;JUIZ DE FORA;1974;1;         1
03A-ARTES;JUIZ DE FORA;1980;1;         1
03A-ARTES;JUIZ DE FORA;1980;3;         1
03A-ARTES;JUIZ DE FORA;1982;1;         1
03A-ARTES;JUIZ DE FORA;1982;3;         1
03A-ARTES;JUIZ DE FORA;1983;3;         2
03A-ARTES;JUIZ DE FORA;1984;1;         1
03A-ARTES;JUIZ DE FORA;1984;3;         1
03A-ARTES;JUIZ DE FORA;1985;1;         2
03A-ARTES;JUIZ DE FORA;1985;3;         2
03A-ARTES;JUIZ DE FORA;1986;3;         2
03A-ARTES;JUIZ DE FORA;1987;1;         1
03A-ARTES;JUIZ DE FORA;1987;3;         6
03A-ARTES;JUIZ DE FORA;1988;1;         4
03A-ARTES;JUIZ DE FORA;1989;1;         1
03A-ARTES;JUIZ DE FORA;1989;3;         1
03A-ARTES;JUIZ DE FORA;1990;1;         2
03A-ARTES;JUIZ DE FORA;1990;3;         2
03A-ARTES;JUIZ DE FORA;1991;1;         3
03A-ARTES;JUIZ DE FORA;1991;3;         4
03A-ARTES;JUIZ DE FORA;1992;1;         8
03A-ARTES;JUIZ DE FORA;1992;3;         5
03A-ARTES;JUIZ DE FORA;1993;1;         9
03A-ARTES;JUIZ DE FORA;1993;3;        16
03A-ARTES;JUIZ DE FORA;1994;1;        11
03A-ARTES;JUIZ DE FORA;1994;3;        12
03A-ARTES;JUIZ DE FORA;1995;1;        11
03A-ARTES;JUIZ DE FORA;1995;3;        14
03A-ARTES;JUIZ DE FORA;1996;1;        15
03A-ARTES;JUIZ DE FORA;1996;3;        10
03A-ARTES;JUIZ DE FORA;1997;1;        10
03A-ARTES;JUIZ DE FORA;1997;3;        11
03A-ARTES;JUIZ DE FORA;1998;1;        14
03A-ARTES;JUIZ DE FORA;1998;3;        11
03A-ARTES;JUIZ DE FORA;1999;1;        10
03A-ARTES;JUIZ DE FORA;1999;3;        12
03A-ARTES;JUIZ DE FORA;2000;1;        16
03A-ARTES;JUIZ DE FORA;2000;3;        16
03A-ARTES;JUIZ DE FORA;2001;1;        16
03A-ARTES;JUIZ DE FORA;2001;3;        25
03A-ARTES;JUIZ DE FORA;2002;1;        19
03A-ARTES;JUIZ DE FORA;2002;3;        22
03A-ARTES;JUIZ DE FORA;2003;1;        23
03A-ARTES;JUIZ DE FORA;2003;3;        16
03A-ARTES;JUIZ DE FORA;2004;1;        14
03A-ARTES;JUIZ DE FORA;2004;3;        11
03A-ARTES;JUIZ DE FORA;2005;1;         3
03A-ARTES;JUIZ DE FORA;2005;3;         7
03A-ARTES;JUIZ DE FORA;2006;1;         9
03A-ARTES;JUIZ DE FORA;2006;3;         9
03A-ARTES;JUIZ DE FORA;2007;1;         7
03A-ARTES;JUIZ DE FORA;2007;3;         5
03A-ARTES;JUIZ DE FORA;2008;1;         3
03A-ARTES;JUIZ DE FORA;2008;3;         2
03A-ARTES;JUIZ DE FORA;2009;1;         4
03A-ARTES;JUIZ DE FORA;2009;3;         6
03A-ARTES;JUIZ DE FORA;2010;1;         6
03A-ARTES;JUIZ DE FORA;2010;3;         9
03A-ARTES;JUIZ DE FORA;2011;1;         8
03A-ARTES;JUIZ DE FORA;2011;3;         6
03A-ARTES;JUIZ DE FORA;2012;1;         7
03A-ARTES;JUIZ DE FORA;2012;3;         3
03A-ARTES;JUIZ DE FORA;2013;1;         4
03A-ARTES;JUIZ DE FORA;2013;3;         5
03A-ARTES;JUIZ DE FORA;2014;1;         1
03A-ARTES;JUIZ DE FORA;2014;3;         1
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2013;1;         1
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2013;3;         3
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2014;1;         7
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2014;3;        10
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2015;1;        15
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2015;3;        17
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2016;1;        18
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2016;3;        14
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2017;1;         9
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2017;3;         6
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2018;1;        11
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2018;3;         7
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2019;1;         9
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2019;3;        12
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2020;1;        13
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2020;3;        12
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2021;1;        12
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2021;3;        22
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2022;1;        21
03GV-CIÊNCIAS ECONÔMICAS;GOVERNADOR VALADARES;2022;3;         8
04A-DIREITO;JUIZ DE FORA;1978;3;         1
04A-DIREITO;JUIZ DE FORA;1981;3;         1
04A-DIREITO;JUIZ DE FORA;1982;3;         2
04A-DIREITO;JUIZ DE FORA;1983;1;         1
04A-DIREITO;JUIZ DE FORA;1983;3;         1
04A-DIREITO;JUIZ DE FORA;1984;1;         3
04A-DIREITO;JUIZ DE FORA;1984;3;         2
04A-DIREITO;JUIZ DE FORA;1985;1;         1
04A-DIREITO;JUIZ DE FORA;1985;3;         8
04A-DIREITO;JUIZ DE FORA;1986;3;        11
04A-DIREITO;JUIZ DE FORA;1987;1;         6
04A-DIREITO;JUIZ DE FORA;1987;3;         7
04A-DIREITO;JUIZ DE FORA;1988;1;         2
04A-DIREITO;JUIZ DE FORA;1988;3;         7
04A-DIREITO;JUIZ DE FORA;1989;1;         4
04A-DIREITO;JUIZ DE FORA;1989;3;         9
04A-DIREITO;JUIZ DE FORA;1990;1;         5
04A-DIREITO;JUIZ DE FORA;1990;3;         4
04A-DIREITO;JUIZ DE FORA;1991;1;         5
04A-DIREITO;JUIZ DE FORA;1991;3;         7
04A-DIREITO;JUIZ DE FORA;1992;1;         3
04A-DIREITO;JUIZ DE FORA;1992;3;         7
04A-DIREITO;JUIZ DE FORA;1993;1;         5
04A-DIREITO;JUIZ DE FORA;1993;3;         5
04A-DIREITO;JUIZ DE FORA;1994;1;         5
04A-DIREITO;JUIZ DE FORA;1994;3;        14
04A-DIREITO;JUIZ DE FORA;1995;1;        20
04A-DIREITO;JUIZ DE FORA;1995;3;        22
04A-DIREITO;JUIZ DE FORA;1996;1;        16
04A-DIREITO;JUIZ DE FORA;1996;3;        14
04A-DIREITO;JUIZ DE FORA;1997;1;         9
04A-DIREITO;JUIZ DE FORA;1997;3;        12
04A-DIREITO;JUIZ DE FORA;1998;1;        10
04A-DIREITO;JUIZ DE FORA;1998;3;         7
04A-DIREITO;JUIZ DE FORA;1999;1;         9
04A-DIREITO;JUIZ DE FORA;1999;3;         8
04A-DIREITO;JUIZ DE FORA;2000;1;         6
04A-DIREITO;JUIZ DE FORA;2000;3;         9
04A-DIREITO;JUIZ DE FORA;2001;1;         6
04A-DIREITO;JUIZ DE FORA;2001;3;        12
04A-DIREITO;JUIZ DE FORA;2002;1;        13
04A-DIREITO;JUIZ DE FORA;2002;3;        20
04A-DIREITO;JUIZ DE FORA;2003;1;         9
04A-DIREITO;JUIZ DE FORA;2003;3;         8
04A-DIREITO;JUIZ DE FORA;2004;1;         8
04A-DIREITO;JUIZ DE FORA;2004;3;        11
04A-DIREITO;JUIZ DE FORA;2005;1;        15
04A-DIREITO;JUIZ DE FORA;2005;3;        19
04A-DIREITO;JUIZ DE FORA;2006;1;        10
04A-DIREITO;JUIZ DE FORA;2006;3;        15
04A-DIREITO;JUIZ DE FORA;2007;1;         9
04A-DIREITO;JUIZ DE FORA;2007;3;         7
04A-DIREITO;JUIZ DE FORA;2008;1;         6
04A-DIREITO;JUIZ DE FORA;2008;3;         7
04A-DIREITO;JUIZ DE FORA;2009;1;         8
04A-DIREITO;JUIZ DE FORA;2009;3;        11
04A-DIREITO;JUIZ DE FORA;2010;1;        14
04A-DIREITO;JUIZ DE FORA;2010;3;        13
04A-DIREITO;JUIZ DE FORA;2011;1;        11
04A-DIREITO;JUIZ DE FORA;2011;3;         9
04A-DIREITO;JUIZ DE FORA;2012;1;         9
04A-DIREITO;JUIZ DE FORA;2012;3;         8
04A-DIREITO;JUIZ DE FORA;2013;1;        12
04A-DIREITO;JUIZ DE FORA;2013;3;        10
04A-DIREITO;JUIZ DE FORA;2014;1;         9
04A-DIREITO;JUIZ DE FORA;2014;3;        11
04A-DIREITO;JUIZ DE FORA;2015;1;        11
04A-DIREITO;JUIZ DE FORA;2015;3;        18
04A-DIREITO;JUIZ DE FORA;2016;1;        12
04A-DIREITO;JUIZ DE FORA;2016;3;         8
04A-DIREITO;JUIZ DE FORA;2017;1;         5
04A-DIREITO;JUIZ DE FORA;2017;3;         8
04A-DIREITO;JUIZ DE FORA;2018;1;        14
04A-DIREITO;JUIZ DE FORA;2018;3;        12
04A-DIREITO;JUIZ DE FORA;2019;1;         7
04A-DIREITO;JUIZ DE FORA;2019;3;         4
04A-DIREITO;JUIZ DE FORA;2020;1;         6
04A-DIREITO;JUIZ DE FORA;2020;3;        12
04A-DIREITO;JUIZ DE FORA;2021;1;        12
04A-DIREITO;JUIZ DE FORA;2021;3;        20
04A-DIREITO;JUIZ DE FORA;2022;1;        16
04A-DIREITO;JUIZ DE FORA;2022;3;        17
04GV-DIREITO;GOVERNADOR VALADARES;2014;1;         5
